Peak Position
1527
3235
4843
6476
8077
9686
11323
12960
14636
16263
17937
19644
21365
23066
24730
26364
27946
29523
31089
32722
34538
36242
37897
39495
41129
42745
44376
46000
47609
49307
50914
52564
54208
55823
57548
59257
60916
62520
64140
65755
67511
69199
70858
72501
74080
75663
77281
78940
80605
82229
83853
85464
87075
88717
90356
92024
93821
95556
97222
98922
100562
102223
103862
105446
107057
108685
110331
111964
113561
115159
116768
118350
119930
121479
123054
124682
126303
127931
129517
131116
132679
134228
135789
137399
139056
140689
142305
143938
145513
147113
148682
150232
151799
153375
155038
156693
158299
159886
161466
163170
164901
166554
168154
169746
171337
172871
174571
176234
177858
179474
181080
182700
184298
185896
187531
189173
190876
192587
194236
195841
197454
199072
200656
202243
203815
205388
207025
208691
210397
212066
213735
215418
217046
218678
220385
222030
223637
225176
226906
228627
230290
231911
233552
235170
236759
238337
239906
241465
243089
244696
246330
247922
249538
251253
252929
254557
256152
257747
259349
260893
262492
264112
265739
267407
269034
270672
272358
273969
275576
277167
278793
280455
282040
283656
285339
287009
288667
290260
291879
293477
295073
296750
298382
300014
301669
303297
304897
306562
308223
309842
311454
313017
314614
316159
317773
319485
321124
322748
324315
325885
327452
329011
330720
332365
333972
335589
337242
338946
340553
342173
343747
345321
346879
348433
350000
351526
353066
354627
356165
357747
359272
360831
362464
364065
365705
367275
368839
370391
371973
373563
375095
376640
378192
379755
381368
382969
384559
386124
387683
389301
390868
392432
394002
395517
397074
398585
400142
401735
403259
404809
406422
408034
409631
411157
412722
414236
415773
417376
418910
420449
422016
423594
425168
426685
428215
429740
431278
432829
434330
435968
437589
439175
440770
442307
443878
445434
446975
448583
450178
451757
453332
454863
456404
457945
459528
461124
462649
464212
465782
467353
469004
470669
472360
473999
475605
477178
478742
480322
481879
483439
484993
486540
488102
