Peak Position
1852
3519
5183
6834
8538
10207
11413
13504
15188
16394
18502
20186
21845
23455
24844
26751
28375
29583
31736
33153
35000
36653
37866
39954
41600
43228
44865
46467
48108
49738
51285
53031
54681
55918
58003
59407
61315
62939
64595
66236
67843
69494
71139
72347
74438
76093
77312
79372
80884
82671
84280
85913
87538
89171
90773
92403
94023
95613
97253
98883
100470
102117
103749
105333
106973
108472
110248
111928
113599
115210
116860
118495
120170
121851
123523
125168
126355
128481
129976
131783
133404
135073
136730
138342
139968
141613
143255
144851
146493
148136
149731
151387
153031
154647
156318
157995
159634
161285
162466
164595
166241
167851
169509
171153
172753
174419
176064
177662
179320
181008
182632
184294
185711
187582
189234
190851
192490
193891
195751
197409
198685
200703
202349
203979
205566
207037
208861
210469
212144
213808
215435
216789
218750
220403
222047
223680
225369
227020
228621
230279
231930
233568
235254
236902
238535
240200
241838
243515
245174
246789
248484
250147
251800
253478
255109
256778
258427
259808
261714
263359
264969
266635
268272
269885
271534
272966
274811
276467
277926
279740
281411
282728
284753
286412
288023
289687
291324
292952
294593
296273
297851
299501
301097
302746
304187
305997
307652
309276
310898
312553
314172
315852
317513
319127
320790
322442
324096
325752
327367
329025
330688
332317
333983
335657
337344
339010
340635
342073
343983
345638
346912
348979
350647
352295
353898
355553
356871
358848
360499
361762
363783
365422
366566
368681
370334
371950
373596
375009
376846
378482
379655
381740
383383
384992
386638
388038
389919
391599
393230
394890
396545
398177
399845
401490
403146
404801
406422
408090
409768
411382
413052
414710
416338
417985
419600
421254
422897
424409
426166
427796
429427
431087
432708
434366
436013
437652
439000
441006
442649
444013
445956
447596
449241
450868
452388
454125
455737
457380
459036
460660
462338
463981
465411
467278
468903
470592
472248
473866
475520
477157
478793
480459
482156
483864
485529
486951
488808
490441
492084
493735
495358
497019
498658
500261
501633
503571
505197
506847
508461
509932
511767
513384
515039
516666
518290
519580
521611
523288
524946
526559
528183
529849
531475
533128
534745
536409
538053
539658
541313
542942
544557
546194
547813
549472
551116
552720
554366
555867
557618
559256
560858
562514
564173
565789
567433
568954
570685
572318
573921
575557
577182
578782
580465
582116
583771
585420
587013
588687
590336
591958
593607
595226
596892
598538
600151
601816
603458
605074
606274
608384
610048
611688
613291
614937
616570
618211
619881
621509
623177
624821
626432
628080
629580
631345
632988
634591
636223
637929
639485
641107
642737
644341
645981
647626
649238
650887
652513
654154
655798
657412
659072
660718
662339
663658
665662
667325
668977
670582
672245
673886
675509
677166
678810
680481
682131
683746
685396
687017
688666
690311
691916
693572
695203
696823
698463
700093
701753
703397
705013
706668
708299
709947
711600
713214
714874
716510
718137
719589
721445
723124
724777
726388
728052
729681
731322
732965
734575
736217
737839
739463
741111
742721
744379
746011
747635
749265
750878
752519
754146
755750
757199
758995
760624
761940
763936
765591
767215
768828
770449
772053
773673
775286
776882
778500
780110
781700
783320
784938
786550
788201
789812
791464
793090
794617
796318
797939
799553
801167
802765
804387
805999
807595
809204
810806
812418
814025
815624
817243
818852
820448
822055
823653
825266
826874
828477
830106
831722
833328
834942
836542
838162
839777
841375
842995
844610
846216
847843
849454
851081
852702
854294
855922
857539
859139
860761
862376
863983
865556
867202
868836
870458
872068
873684
875288
876918
878533
880139
881756
883364
884985
886604
888202
889350
891449
893073
894699
896306
897938
899555
901162
902779
904384
906011
907565
909229
910853
912462
914083
915700
917296
918914
920530
922138
923750
925350
926969
928582
930175
931787
933389
935000
936627
938226
939855
941467
943077
944689
946284
947905
949518
951126
952739
954342
955966
957583
959178
960793
962402
964022
965637
967232
968852
970464
972068
973681
975282
976903
978517
980111
981725
983333
984944
986556
988155
989775
991386
992984
994595
996201
997817
999432
1001028
1002647
1004273
1005894
1007520
1009122
1010756
1012376
1013967
1015600
1017225
1018836
1020478
1022099
1023710
1025334
1026941
1028573
1030204
1031807
1033440
1035060
1036700
