Peak Position
1857
3249
4683
6088
7515
8941
10353
11776
13151
14567
15949
17375
18782
20217
21636
23060
24488
25887
27314
28694
30123
31511
32947
34359
35796
37223
38648
40084
41474
42897
44288
45723
47132
48573
49991
51429
52857
54279
55714
57110
58539
59918
61348
62736
64176
65591
67024
68445
69862
71291
72680
74105
75486
76912
78314
79753
81175
82612
84043
85471
86901
88301
89728
91101
92529
93955
95341
96761
98137
99558
100952
102385
103783
105220
106626
108061
109484
110910
112338
113766
115201
116606
118034
119422
120848
122233
123667
125069
126504
127914
129354
130776
132207
133642
135052
136481
137862
139292
140679
142107
143501
144932
146348
147784
149208
150624
152056
153450
154876
156255
157688
159073
160502
161904
163340
164760
166194
167630
169039
170467
171857
173288
174668
176104
177495
178926
180327
181756
183186
184617
186045
187441
188862
190234
191654
193037
194462
195862
197286
198701
200112
201536
202924
204345
205715
207129
208506
209923
211327
212745
214169
215579
216995
218371
219788
221150
222562
223947
225373
226779
228199
229611
231005
232419
233798
235217
236593
238016
239410
240835
242246
243648
245063
246442
247852
249213
250626
252037
253403
254816
256191
257605
258990
260410
261810
263232
264643
266052
267470
268846
270261
271627
273050
274442
275868
277265
278684
280095
281500
282927
284306
285720
287087
288511
289893
291316
292721
294146
295555
296955
298371
299742
301155
302525
303939
305341
306765
308172
309595
311014
312412
313826
315190
316604
317992
319417
320813
322244
323654
325067
326487
327881
329302
330674
332092
333470
334902
336307
337741
339155
340578
342007
343399
344821
346193
347620
349005
350432
351836
353270
354687
356104
357527
358916
360332
361699
363119
364504
365935
367344
368773
370198
371597
373015
374389
375807
377183
378607
380007
381437
382853
384260
385685
387057
388474
389844
391274
392668
394036
395449
396838
398262
399665
401080
402497
403888
405302
406667
408088
409466
410888
412288
413713
415116
416535
417955
419359
420777
422165
423586
424951
426373
427748
429166
430556
431984
433404
434826
436245
437636
439053
440424
441845
443218
444636
446035
447471
448883
450313
451734
453133
454557
455926
457344
458721
460143
461545
462973
464390
465797
467220
468595
470012
471386
472668
474208
475642
477050
478488
479914
481317
482746
484118
485541
486920
488352
489756
491202
492622
494038
495465
496846
498265
499637
501063
502463
503896
505309
506740
508170
509555
510974
512353
513785
515188
516617
519450
520875
522249
523668
525043
526472
527875
529209
530618
532020
533429
534839
536228
537640
539009
540417
541785
543199
544588
546011
547412
548832
550247
551650
553065
554445
555856
557218
558630
560005
561421
562813
564232
565648
567057
568474
569851
571264
572627
574040
575421
576840
578232
579652
581053
582468
583881
585263
586678
588040
589453
590824
592241
593632
595053
596459
597879
599292
600687
602099
603465
604873
606241
607662
609052
610474
611884
613305
614723
616117
617534
618901
620318
621692
623114
624500
625929
627338
628760
630184
631567
632985
634351
635767
637155
638586
639986
641420
642836
644256
645679
647065
648484
649845
651267
652652
654080
655487
656921
658341
659748
661174
662546
663966
665337
666763
668161
669590
671006
672417
673841
675210
676626
677998
679419
680811
682233
683641
685055
686470
687848
689267
690626
692037
693419
694842
696249
697647
699058
700408
701823
703236
704605
706012
707370
708780
710154
711574
712967
714383
715794
717184
718605
719968
721380
722746
724160
725540
726962
728364
729779
731196
732575
733987
735343
736752
738125
739543
740941
742366
743782
745166
746580
747943
749356
750731
752151
753538
754959
756367
757766
759183
760548
761957
763321
764738
766126
767546
768953
770346
771757
773115
774526
775893
777311
778704
780122
781535
782926
784340
785702
787115
788488
789907
791302
792721
794136
795521
796935
798291
799703
801086
802509
803906
805335
806752
808147
809561
810919
812335
813708
815126
816520
817878
819288
820678
822095
823494
824909
826323
827708
829121
830480
831890
833258
834679
836071
837490
838899
840298
841713
843084
844494
845855
847268
848647
850067
851463
852890
854297
855713
857136
858518
859937
861298
862712
864089
865511
866903
868329
869734
871154
872570
873962
875374
876733
878145
879517
880938
882328
883744
885153
886549
887962
889327
890735
892093
893505
894886
896303
897705
899115
900524
901898
903301
904655
906065
907435
908851
910241
911658
913064
914449
915855
917208
918615
919979
921390
922771
924189
925590
927008
928431
929815
931226
932578
933989
935359
936777
938166
939588
940992
942399
943813
945189
946604
947962
949378
950758
952180
953581
955005
956423
957821
959237
960598
962010
963371
964789
966170
967590
968986
970406
971822
973209
974625
975989
977400
978759
980174
981558
982979
984387
985783
987196
988560
989968
991328
992748
994128
995548
996947
998298
999707
1001092
1002505
1003903
1005312
1006719
1008104
1009510
1010870
1012273
1013624
1015031
1016405
1017815
1019208
1020618
1022022
1023396
1024803
1026153
1027555
1028917
1030327
1031712
1033130
1034535
1035914
1037319
